file,speaker,label
23699.wav,Mr. Rogers,bona-fide
23700.wav,Alec Guinness,bona-fide
23701.wav,Milton Friedman,bona-fide
23702.wav,Alec Guinness,bona-fide
23703.wav,FDR,spoof
23704.wav,Ayn Rand,spoof
23705.wav,Ayn Rand,spoof
23706.wav,Alec Guinness,bona-fide
23707.wav,Ronald Reagan,spoof
23708.wav,Ayn Rand,bona-fide
23709.wav,Ronald Reagan,bona-fide
23710.wav,Alec Guinness,bona-fide
23711.wav,Donald Trump,bona-fide
23712.wav,Milton Friedman,bona-fide
23713.wav,Donald Trump,bona-fide
23714.wav,Donald Trump,bona-fide
23715.wav,Harry Truman,bona-fide
23716.wav,Bernie Sanders,bona-fide
23717.wav,Barack Obama,bona-fide
23718.wav,Gilbert Gottfried,bona-fide
23719.wav,Alec Guinness,bona-fide
23720.wav,Christopher Hitchens,bona-fide
23721.wav,JFK,bona-fide
23722.wav,Calvin Coolidge,spoof
23723.wav,Jerry Seinfeld,spoof
23724.wav,Mitch Hedberg,spoof
23725.wav,Barack Obama,bona-fide
23726.wav,Alec Guinness,bona-fide
23727.wav,Robert Kardashian,bona-fide
23728.wav,Barack Obama,bona-fide
23729.wav,Winston Churchill,bona-fide
23730.wav,Barack Obama,bona-fide
23731.wav,JFK,bona-fide
23732.wav,Martin Luther King,spoof
23733.wav,Alec Guinness,spoof
23734.wav,Ronald Reagan,spoof
23735.wav,Bernie Sanders,bona-fide
23736.wav,Bill Clinton,spoof
23737.wav,Donald Trump,bona-fide
23738.wav,Bernie Sanders,spoof
23739.wav,Ronald Reagan,spoof
23740.wav,Louis Farrakhan,spoof
23741.wav,Bernie Sanders,bona-fide
23742.wav,Ronald Reagan,spoof
23743.wav,Mr. Rogers,bona-fide
23744.wav,Ronald Reagan,spoof
23745.wav,Alec Guinness,spoof
23746.wav,Bernie Sanders,bona-fide
23747.wav,Bill Clinton,spoof
23748.wav,JFK,bona-fide
23749.wav,Alec Guinness,spoof
23750.wav,Barack Obama,bona-fide
23751.wav,Alan Watts,spoof
23752.wav,Martin Luther King,bona-fide
23753.wav,Ayn Rand,spoof
23754.wav,Donald Trump,bona-fide
23755.wav,Donald Trump,bona-fide
23756.wav,Kanye West,spoof
23757.wav,Mark Zuckerberg,bona-fide
23758.wav,Barack Obama,bona-fide
23759.wav,Bernie Sanders,spoof
23760.wav,Adam Driver,spoof
23761.wav,Alec Guinness,bona-fide
23762.wav,Bill Clinton,bona-fide
23763.wav,Bernie Sanders,bona-fide
23764.wav,Winston Churchill,spoof
23765.wav,Bernie Sanders,bona-fide
23766.wav,George W. Bush,spoof
23767.wav,Bernie Sanders,spoof
23768.wav,Donald Trump,bona-fide
23769.wav,Ayn Rand,spoof
23770.wav,Donald Trump,bona-fide
23771.wav,Bernie Sanders,bona-fide
23772.wav,Mark Zuckerberg,spoof
23773.wav,Alec Guinness,bona-fide
23774.wav,Alec Guinness,spoof
23775.wav,Louis Farrakhan,spoof
23776.wav,Christopher Hitchens,bona-fide
23777.wav,FDR,bona-fide
23778.wav,Donald Trump,bona-fide
23779.wav,Alec Guinness,spoof
23780.wav,Ronald Reagan,spoof
23781.wav,Orson Welles,spoof
23782.wav,Ayn Rand,bona-fide
23783.wav,Bill Clinton,spoof
23784.wav,The Notorious B.I.G.,spoof
23785.wav,Barack Obama,spoof
23786.wav,Alec Guinness,bona-fide
23787.wav,Donald Trump,bona-fide
23788.wav,Queen Elizabeth II,spoof
23789.wav,Calvin Coolidge,bona-fide
23790.wav,Adam Driver,spoof
23791.wav,Bill Clinton,bona-fide
23792.wav,Winston Churchill,bona-fide
23793.wav,Richard Nixon,spoof
23794.wav,Bernie Sanders,spoof
23795.wav,Ayn Rand,spoof
23796.wav,Bill Clinton,bona-fide
23797.wav,Ayn Rand,bona-fide
23798.wav,Milton Friedman,bona-fide
23799.wav,Donald Trump,bona-fide
23800.wav,Winston Churchill,bona-fide
23801.wav,FDR,bona-fide
23802.wav,Alec Guinness,spoof
23803.wav,The Notorious B.I.G.,spoof
23804.wav,Alexandria Ocasio-Cortez,bona-fide
23805.wav,Barack Obama,bona-fide
23806.wav,Bernie Sanders,bona-fide
23807.wav,Christopher Hitchens,bona-fide
23808.wav,Ayn Rand,bona-fide
23809.wav,Christopher Hitchens,spoof
23810.wav,Bill Burr,bona-fide
23811.wav,Nelson Mandela,spoof
23812.wav,Barack Obama,bona-fide
23813.wav,Milton Friedman,spoof
23814.wav,Barack Obama,bona-fide
23815.wav,Alec Guinness,bona-fide
23816.wav,JFK,bona-fide
23817.wav,Jimmy Carter,spoof
23818.wav,JFK,bona-fide
23819.wav,Barack Obama,bona-fide
23820.wav,Barack Obama,bona-fide
23821.wav,Ayn Rand,bona-fide
23822.wav,Kanye West,bona-fide
23823.wav,Ayn Rand,bona-fide
23824.wav,Bernie Sanders,spoof
23825.wav,Ayn Rand,spoof
23826.wav,Alexandria Ocasio-Cortez,bona-fide
23827.wav,Winston Churchill,bona-fide
23828.wav,Donald Trump,bona-fide
23829.wav,Barack Obama,bona-fide
23830.wav,JFK,bona-fide
23831.wav,Ronald Reagan,spoof
23832.wav,Bill Clinton,spoof
23833.wav,Donald Trump,bona-fide
23834.wav,Barack Obama,bona-fide
23835.wav,Donald Trump,spoof
23836.wav,Richard Nixon,bona-fide
23837.wav,Donald Trump,bona-fide
23838.wav,Bernie Sanders,spoof
23839.wav,Donald Trump,bona-fide
23840.wav,Ayn Rand,spoof
23841.wav,Alec Guinness,bona-fide
23842.wav,Jimmy Carter,bona-fide
23843.wav,Barack Obama,bona-fide
23844.wav,Winston Churchill,bona-fide
23845.wav,Ronald Reagan,bona-fide
23846.wav,Kanye West,spoof
23847.wav,Louis Farrakhan,bona-fide
23848.wav,Alec Guinness,spoof
23849.wav,Barack Obama,bona-fide
23850.wav,Bernie Sanders,bona-fide
23851.wav,Louis Farrakhan,spoof
23852.wav,Mr. Rogers,spoof
23853.wav,Barack Obama,bona-fide
23854.wav,Donald Trump,bona-fide
23855.wav,Ayn Rand,bona-fide
23856.wav,Donald Trump,bona-fide
23857.wav,Alec Guinness,bona-fide
23858.wav,Ayn Rand,spoof
23859.wav,Winston Churchill,bona-fide
23860.wav,Donald Trump,bona-fide
23861.wav,Ayn Rand,bona-fide
23862.wav,Gilbert Gottfried,spoof
23863.wav,Bernie Sanders,spoof
23864.wav,Barack Obama,bona-fide
23865.wav,Tucker Carlson,spoof
23866.wav,Ayn Rand,bona-fide
23867.wav,Bernie Sanders,bona-fide
23868.wav,Alec Guinness,spoof
23869.wav,Christopher Hitchens,bona-fide
23870.wav,Louis Farrakhan,spoof
23871.wav,Donald Trump,bona-fide
23872.wav,Bill Clinton,bona-fide
23873.wav,Arnold Schwarzenegger,bona-fide
23874.wav,Bill Clinton,bona-fide
23875.wav,Donald Trump,bona-fide
23876.wav,Donald Trump,bona-fide
23877.wav,Ayn Rand,spoof
23878.wav,Nelson Mandela,spoof
23879.wav,Barack Obama,spoof
23880.wav,Ayn Rand,bona-fide
23881.wav,Gilbert Gottfried,spoof
23882.wav,Bernie Sanders,bona-fide
23883.wav,JFK,bona-fide
23884.wav,Bernie Sanders,bona-fide
23885.wav,Mark Zuckerberg,spoof
23886.wav,Bernie Sanders,spoof
23887.wav,Gilbert Gottfried,spoof
23888.wav,Barack Obama,bona-fide
23889.wav,Kanye West,bona-fide
23890.wav,Mark Zuckerberg,spoof
23891.wav,Ronald Reagan,spoof
23892.wav,Barack Obama,bona-fide
23893.wav,Alec Guinness,bona-fide
23894.wav,Ronald Reagan,spoof
23895.wav,Alec Guinness,spoof
23896.wav,Bernie Sanders,bona-fide
23897.wav,Louis Farrakhan,spoof
23898.wav,George Carlin,spoof
23899.wav,Ayn Rand,spoof
23900.wav,Bill Burr,bona-fide
23901.wav,Winston Churchill,bona-fide
23902.wav,Christopher Hitchens,bona-fide
23903.wav,Queen Elizabeth II,spoof
23904.wav,Richard Nixon,spoof
23905.wav,Ayn Rand,bona-fide
23906.wav,Bernie Sanders,spoof
23907.wav,Alexandria Ocasio-Cortez,bona-fide
23908.wav,Bernie Sanders,spoof
23909.wav,The Notorious B.I.G.,spoof
23910.wav,Bill Clinton,spoof
23911.wav,Bernie Sanders,spoof
23912.wav,Donald Trump,bona-fide
23913.wav,Donald Trump,bona-fide
23914.wav,George W. Bush,spoof
23915.wav,Bill Clinton,bona-fide
23916.wav,Alec Guinness,spoof
23917.wav,Bill Burr,bona-fide
23918.wav,Alec Guinness,spoof
23919.wav,Donald Trump,bona-fide
23920.wav,Ayn Rand,spoof
23921.wav,Winston Churchill,bona-fide
23922.wav,Christopher Hitchens,bona-fide
23923.wav,Alec Guinness,bona-fide
23924.wav,Winston Churchill,bona-fide
23925.wav,Ayn Rand,bona-fide
23926.wav,Ronald Reagan,spoof
23927.wav,JFK,bona-fide
23928.wav,Bernie Sanders,bona-fide
23929.wav,Milton Friedman,spoof
23930.wav,Donald Trump,bona-fide
23931.wav,Queen Elizabeth II,spoof
23932.wav,Alec Guinness,bona-fide
23933.wav,Barack Obama,bona-fide
23934.wav,Louis Farrakhan,bona-fide
23935.wav,Richard Nixon,bona-fide
23936.wav,Adam Driver,spoof
23937.wav,Milton Friedman,spoof
23938.wav,Adam Driver,bona-fide
23939.wav,Louis Farrakhan,bona-fide
23940.wav,Bernie Sanders,bona-fide
23941.wav,Alec Guinness,bona-fide
23942.wav,Bernie Sanders,spoof
23943.wav,Ayn Rand,bona-fide
23944.wav,Dwight Eisenhower,bona-fide
23945.wav,Calvin Coolidge,bona-fide
23946.wav,Alec Guinness,bona-fide
23947.wav,Alec Guinness,spoof
23948.wav,Nick Offerman,bona-fide
23949.wav,Bill Clinton,bona-fide
23950.wav,Bill Clinton,bona-fide
23951.wav,George Carlin,bona-fide
23952.wav,JFK,bona-fide
23953.wav,Mark Zuckerberg,spoof
23954.wav,Alec Guinness,bona-fide
23955.wav,Bernie Sanders,spoof
23956.wav,Nelson Mandela,spoof
23957.wav,Donald Trump,bona-fide
23958.wav,FDR,spoof
23959.wav,Alec Guinness,bona-fide
23960.wav,Christopher Hitchens,spoof
23961.wav,Ayn Rand,bona-fide
23962.wav,Ayn Rand,bona-fide
23963.wav,Ayn Rand,bona-fide
23964.wav,George W. Bush,spoof
23965.wav,Ayn Rand,bona-fide
23966.wav,Arnold Schwarzenegger,bona-fide
23967.wav,Ayn Rand,bona-fide
23968.wav,Donald Trump,bona-fide
23969.wav,Bernie Sanders,bona-fide
23970.wav,Milton Friedman,bona-fide
23971.wav,Orson Welles,spoof
23972.wav,Christopher Hitchens,bona-fide
23973.wav,Malcolm X,bona-fide
23974.wav,Ayn Rand,bona-fide
23975.wav,Donald Trump,spoof
23976.wav,Louis Farrakhan,spoof
23977.wav,FDR,bona-fide
23978.wav,John Cleese,spoof
23979.wav,Alec Guinness,spoof
23980.wav,Mr. Rogers,bona-fide
23981.wav,Ayn Rand,bona-fide
23982.wav,Donald Trump,bona-fide
23983.wav,Christopher Hitchens,bona-fide
23984.wav,Jerry Seinfeld,spoof
23985.wav,Alec Guinness,spoof
23986.wav,Alec Guinness,bona-fide
23987.wav,Donald Trump,bona-fide
23988.wav,Donald Trump,bona-fide
23989.wav,Christopher Hitchens,bona-fide
23990.wav,Alan Watts,spoof
23991.wav,Alec Guinness,spoof
23992.wav,Richard Nixon,spoof
23993.wav,Christopher Hitchens,bona-fide
23994.wav,Donald Trump,bona-fide
23995.wav,Ayn Rand,spoof
23996.wav,Barack Obama,bona-fide
23997.wav,Nelson Mandela,spoof
23998.wav,Alec Guinness,spoof
23999.wav,JFK,bona-fide
24000.wav,Bill Clinton,bona-fide
24001.wav,Barack Obama,bona-fide
24002.wav,Ronald Reagan,bona-fide
24003.wav,Winston Churchill,spoof
24004.wav,Alec Guinness,bona-fide
24005.wav,Alec Guinness,spoof
24006.wav,Donald Trump,bona-fide
24007.wav,Ayn Rand,bona-fide
24008.wav,Alec Guinness,bona-fide
24009.wav,Ayn Rand,spoof
24010.wav,Barack Obama,bona-fide
24011.wav,Martin Luther King,bona-fide
24012.wav,Nick Offerman,bona-fide
24013.wav,JFK,spoof
24014.wav,Bill Clinton,bona-fide
24015.wav,Alec Guinness,bona-fide
24016.wav,Ayn Rand,bona-fide
24017.wav,Barack Obama,bona-fide
24018.wav,Martin Luther King,bona-fide
24019.wav,Nelson Mandela,spoof
24020.wav,Bernie Sanders,spoof
24021.wav,Alec Guinness,spoof
24022.wav,Bernie Sanders,spoof
24023.wav,JFK,bona-fide
24024.wav,Ronald Reagan,spoof
24025.wav,Ayn Rand,spoof
24026.wav,Donald Trump,bona-fide
24027.wav,Alec Guinness,spoof
24028.wav,Bill Clinton,bona-fide
24029.wav,Martin Luther King,bona-fide
24030.wav,Barack Obama,bona-fide
24031.wav,Barack Obama,bona-fide
24032.wav,Ronald Reagan,spoof
24033.wav,Mark Zuckerberg,bona-fide
24034.wav,JFK,bona-fide
24035.wav,Bill Clinton,bona-fide
24036.wav,Ayn Rand,bona-fide
24037.wav,Nelson Mandela,spoof
24038.wav,Barack Obama,bona-fide
24039.wav,Ayn Rand,bona-fide
24040.wav,Arnold Schwarzenegger,spoof
24041.wav,Ayn Rand,bona-fide
24042.wav,Donald Trump,bona-fide
24043.wav,Louis Farrakhan,bona-fide
24044.wav,Barack Obama,bona-fide
24045.wav,Ronald Reagan,bona-fide
24046.wav,Alec Guinness,spoof
24047.wav,Mark Zuckerberg,bona-fide
24048.wav,Winston Churchill,spoof
24049.wav,Donald Trump,bona-fide
24050.wav,Bill Clinton,bona-fide
24051.wav,Ronald Reagan,spoof
24052.wav,Donald Trump,bona-fide
24053.wav,Queen Elizabeth II,spoof
24054.wav,Barack Obama,bona-fide
24055.wav,Alec Guinness,spoof
24056.wav,Bill Clinton,bona-fide
24057.wav,Orson Welles,spoof
24058.wav,Alec Guinness,bona-fide
24059.wav,Donald Trump,spoof
24060.wav,Ayn Rand,spoof
24061.wav,Nelson Mandela,spoof
24062.wav,Winston Churchill,bona-fide
24063.wav,Bernie Sanders,spoof
24064.wav,Orson Welles,spoof
24065.wav,Norm MacDonald,bona-fide
24066.wav,Barack Obama,bona-fide
24067.wav,Robert Kardashian,spoof
24068.wav,Ayn Rand,bona-fide
24069.wav,Donald Trump,bona-fide
24070.wav,Bill Clinton,spoof
24071.wav,Barack Obama,bona-fide
24072.wav,Donald Trump,bona-fide
24073.wav,Donald Trump,bona-fide
24074.wav,Barack Obama,bona-fide
24075.wav,Alec Guinness,spoof
24076.wav,Gilbert Gottfried,spoof
24077.wav,Jerry Seinfeld,spoof
24078.wav,Ayn Rand,spoof
24079.wav,George Carlin,spoof
24080.wav,Ayn Rand,spoof
24081.wav,Mr. Rogers,spoof
24082.wav,Lyndon Johnson,bona-fide
24083.wav,Ronald Reagan,bona-fide
24084.wav,Queen Elizabeth II,spoof
24085.wav,Donald Trump,bona-fide
24086.wav,Barack Obama,bona-fide
24087.wav,Bernie Sanders,bona-fide
24088.wav,Bernie Sanders,bona-fide
24089.wav,Barack Obama,bona-fide
24090.wav,Bernie Sanders,spoof
24091.wav,Barack Obama,spoof
24092.wav,Bernie Sanders,bona-fide
24093.wav,Donald Trump,bona-fide
24094.wav,Christopher Hitchens,spoof
24095.wav,Alec Guinness,bona-fide
24096.wav,Alec Guinness,bona-fide
24097.wav,Alec Guinness,bona-fide
24098.wav,Martin Luther King,spoof
24099.wav,Ayn Rand,bona-fide
24100.wav,Alec Guinness,bona-fide
24101.wav,Christopher Hitchens,spoof
24102.wav,Bill Clinton,spoof
24103.wav,George Carlin,bona-fide
24104.wav,JFK,bona-fide
24105.wav,Billie Eilish,spoof
24106.wav,Alec Guinness,bona-fide
24107.wav,Bernie Sanders,spoof
24108.wav,Winston Churchill,spoof
24109.wav,Mark Zuckerberg,spoof
24110.wav,Bill Clinton,bona-fide
24111.wav,Barack Obama,bona-fide
24112.wav,Bernie Sanders,spoof
24113.wav,Ayn Rand,spoof
24114.wav,Donald Trump,bona-fide
24115.wav,Dwight Eisenhower,bona-fide
24116.wav,Ayn Rand,bona-fide
24117.wav,Ayn Rand,spoof
24118.wav,Alec Guinness,bona-fide
24119.wav,Mark Zuckerberg,bona-fide
24120.wav,Bernie Sanders,bona-fide
24121.wav,Barack Obama,bona-fide
24122.wav,Queen Elizabeth II,bona-fide
24123.wav,Queen Elizabeth II,spoof
24124.wav,Martin Luther King,bona-fide
24125.wav,Bernie Sanders,bona-fide
24126.wav,Barack Obama,bona-fide
24127.wav,Barack Obama,bona-fide
24128.wav,Bill Clinton,bona-fide
24129.wav,Bill Clinton,bona-fide
24130.wav,Donald Trump,bona-fide
24131.wav,Winston Churchill,bona-fide
24132.wav,Milton Friedman,spoof
24133.wav,Dwight Eisenhower,bona-fide
24134.wav,Winston Churchill,bona-fide
24135.wav,George Carlin,spoof
24136.wav,Barack Obama,bona-fide
24137.wav,Alec Guinness,spoof
24138.wav,Bill Clinton,spoof
24139.wav,Martin Luther King,bona-fide
24140.wav,Norm MacDonald,bona-fide
24141.wav,Martin Luther King,bona-fide
24142.wav,Milton Friedman,spoof
24143.wav,Bill Clinton,bona-fide
24144.wav,George Carlin,bona-fide
24145.wav,Bernie Sanders,bona-fide
24146.wav,Donald Trump,bona-fide
24147.wav,The Notorious B.I.G.,spoof
24148.wav,Bill Clinton,spoof
24149.wav,Mark Zuckerberg,spoof
24150.wav,The Notorious B.I.G.,spoof
24151.wav,Donald Trump,bona-fide
24152.wav,FDR,bona-fide
24153.wav,JFK,bona-fide
24154.wav,Alec Guinness,bona-fide
24155.wav,Nelson Mandela,spoof
24156.wav,Boris Johnson,spoof
24157.wav,Barack Obama,bona-fide
24158.wav,Donald Trump,bona-fide
24159.wav,Bernie Sanders,bona-fide
24160.wav,Milton Friedman,bona-fide
24161.wav,Queen Elizabeth II,spoof
24162.wav,The Notorious B.I.G.,bona-fide
24163.wav,Ronald Reagan,spoof
24164.wav,Mark Zuckerberg,bona-fide
24165.wav,Nick Offerman,bona-fide
24166.wav,Winston Churchill,spoof
24167.wav,John Cleese,spoof
24168.wav,Ayn Rand,bona-fide
24169.wav,Donald Trump,bona-fide
24170.wav,JFK,bona-fide
24171.wav,Donald Trump,bona-fide
24172.wav,George Carlin,spoof
24173.wav,Ayn Rand,bona-fide
24174.wav,Bill Clinton,bona-fide
24175.wav,Alec Guinness,spoof
24176.wav,Bernie Sanders,bona-fide
24177.wav,JFK,spoof
24178.wav,Ronald Reagan,bona-fide
24179.wav,2Pac,spoof
24180.wav,JFK,bona-fide
24181.wav,Donald Trump,bona-fide
24182.wav,Bernie Sanders,bona-fide
24183.wav,Ayn Rand,spoof
24184.wav,Barack Obama,bona-fide
24185.wav,Ayn Rand,bona-fide
24186.wav,FDR,spoof
24187.wav,Alec Guinness,spoof
24188.wav,Ayn Rand,bona-fide
24189.wav,Bill Clinton,bona-fide
24190.wav,Bill Clinton,spoof
24191.wav,Christopher Hitchens,bona-fide
24192.wav,Ayn Rand,spoof
24193.wav,Dwight Eisenhower,spoof
24194.wav,Ronald Reagan,spoof
24195.wav,George W. Bush,spoof
24196.wav,Bill Clinton,spoof
24197.wav,Martin Luther King,spoof
24198.wav,Ronald Reagan,bona-fide
24199.wav,Ayn Rand,spoof
24200.wav,Barack Obama,bona-fide
24201.wav,Barack Obama,bona-fide
24202.wav,George W. Bush,bona-fide
24203.wav,Nelson Mandela,bona-fide
24204.wav,Ronald Reagan,bona-fide
24205.wav,Donald Trump,bona-fide
24206.wav,JFK,bona-fide
24207.wav,Alec Guinness,spoof
24208.wav,Ronald Reagan,spoof
24209.wav,Donald Trump,bona-fide
24210.wav,Barack Obama,bona-fide
24211.wav,Alec Guinness,spoof
24212.wav,Barack Obama,spoof
24213.wav,Bill Clinton,bona-fide
24214.wav,Barack Obama,bona-fide
24215.wav,Bernie Sanders,spoof
24216.wav,Alec Guinness,bona-fide
24217.wav,Barack Obama,bona-fide
24218.wav,Bernie Sanders,bona-fide
24219.wav,Milton Friedman,spoof
24220.wav,Bill Clinton,spoof
24221.wav,Martin Luther King,bona-fide
24222.wav,Malcolm X,spoof
24223.wav,Boris Johnson,bona-fide
24224.wav,Barack Obama,bona-fide
24225.wav,Alec Guinness,bona-fide
24226.wav,Barack Obama,bona-fide
24227.wav,Barack Obama,bona-fide
24228.wav,JFK,spoof
24229.wav,Barack Obama,bona-fide
24230.wav,William F. Buckley,spoof
24231.wav,Alec Guinness,spoof
24232.wav,FDR,bona-fide
24233.wav,Martin Luther King,spoof
24234.wav,Barack Obama,bona-fide
24235.wav,Donald Trump,bona-fide
24236.wav,Mr. Rogers,spoof
24237.wav,Alec Guinness,bona-fide
24238.wav,Nelson Mandela,bona-fide
24239.wav,Barack Obama,spoof
24240.wav,Alec Guinness,bona-fide
24241.wav,Louis Farrakhan,bona-fide
24242.wav,Kanye West,bona-fide
24243.wav,Ayn Rand,spoof
24244.wav,Ayn Rand,spoof
24245.wav,Ayn Rand,spoof
24246.wav,Bernie Sanders,bona-fide
24247.wav,The Notorious B.I.G.,bona-fide
24248.wav,FDR,bona-fide
24249.wav,Bernie Sanders,bona-fide
24250.wav,Alec Guinness,bona-fide
24251.wav,Nick Offerman,spoof
24252.wav,Ayn Rand,bona-fide
24253.wav,George W. Bush,spoof
24254.wav,Barack Obama,bona-fide
24255.wav,Ayn Rand,bona-fide
24256.wav,Louis Farrakhan,bona-fide
24257.wav,Donald Trump,bona-fide
24258.wav,Martin Luther King,spoof
24259.wav,Calvin Coolidge,bona-fide
24260.wav,FDR,spoof
24261.wav,Bernie Sanders,bona-fide
24262.wav,Norm MacDonald,spoof
24263.wav,Bernie Sanders,spoof
24264.wav,Ronald Reagan,spoof
24265.wav,Ronald Reagan,bona-fide
24266.wav,The Notorious B.I.G.,spoof
24267.wav,Barack Obama,bona-fide
24268.wav,Queen Elizabeth II,spoof
24269.wav,Martin Luther King,bona-fide
24270.wav,Winston Churchill,spoof
24271.wav,Alec Guinness,spoof
24272.wav,JFK,bona-fide
24273.wav,Ayn Rand,spoof
24274.wav,Harry Truman,bona-fide
24275.wav,Ronald Reagan,spoof
24276.wav,Milton Friedman,spoof
24277.wav,Christopher Hitchens,bona-fide
24278.wav,Bernie Sanders,spoof
24279.wav,Bill Burr,spoof
24280.wav,Ayn Rand,bona-fide
24281.wav,Donald Trump,bona-fide
24282.wav,Milton Friedman,bona-fide
24283.wav,JFK,bona-fide
24284.wav,Dwight Eisenhower,bona-fide
24285.wav,Alec Guinness,spoof
24286.wav,Ronald Reagan,spoof
24287.wav,Ayn Rand,bona-fide
24288.wav,Robert Kardashian,bona-fide
24289.wav,Arnold Schwarzenegger,bona-fide
24290.wav,George Carlin,spoof
24291.wav,Alec Guinness,spoof
24292.wav,Ayn Rand,bona-fide
24293.wav,Martin Luther King,spoof
24294.wav,FDR,spoof
24295.wav,Bernie Sanders,bona-fide
24296.wav,Alec Guinness,bona-fide
24297.wav,Donald Trump,bona-fide
24298.wav,Bernie Sanders,bona-fide
24299.wav,Lyndon Johnson,bona-fide
24300.wav,Barack Obama,bona-fide
24301.wav,Nelson Mandela,spoof
24302.wav,Orson Welles,spoof
24303.wav,Barack Obama,bona-fide
24304.wav,Bill Clinton,spoof
24305.wav,Alec Guinness,spoof
24306.wav,Tucker Carlson,bona-fide
24307.wav,The Notorious B.I.G.,spoof
24308.wav,Donald Trump,bona-fide
24309.wav,Ayn Rand,spoof
24310.wav,Bernie Sanders,spoof
24311.wav,Barack Obama,bona-fide
24312.wav,Winston Churchill,spoof
24313.wav,Ayn Rand,spoof
24314.wav,2Pac,bona-fide
24315.wav,Alec Guinness,bona-fide
24316.wav,Alec Guinness,spoof
24317.wav,Christopher Hitchens,spoof
24318.wav,Barack Obama,bona-fide
24319.wav,Ronald Reagan,spoof
24320.wav,Alec Guinness,bona-fide
24321.wav,Bernie Sanders,spoof
24322.wav,Ayn Rand,spoof
24323.wav,Mark Zuckerberg,bona-fide
24324.wav,Martin Luther King,spoof
24325.wav,FDR,bona-fide
24326.wav,Christopher Hitchens,spoof
24327.wav,Bernie Sanders,bona-fide
24328.wav,Richard Nixon,bona-fide
24329.wav,Alec Guinness,bona-fide
24330.wav,Donald Trump,bona-fide
24331.wav,Alec Guinness,spoof
24332.wav,Ayn Rand,spoof
24333.wav,Bill Clinton,bona-fide
24334.wav,Donald Trump,bona-fide
24335.wav,Winston Churchill,bona-fide
24336.wav,Winston Churchill,spoof
24337.wav,JFK,spoof
24338.wav,Donald Trump,bona-fide
24339.wav,Christopher Hitchens,bona-fide
24340.wav,Martin Luther King,spoof
24341.wav,JFK,bona-fide
24342.wav,Ayn Rand,bona-fide
24343.wav,Barack Obama,bona-fide
24344.wav,Ronald Reagan,spoof
24345.wav,Bernie Sanders,spoof
24346.wav,Ronald Reagan,spoof
24347.wav,Alexandria Ocasio-Cortez,bona-fide
24348.wav,Alec Guinness,bona-fide
24349.wav,Ronald Reagan,spoof
24350.wav,Gilbert Gottfried,bona-fide
24351.wav,Mark Zuckerberg,bona-fide
24352.wav,JFK,spoof
24353.wav,Barack Obama,bona-fide
24354.wav,Bill Clinton,spoof
24355.wav,Louis Farrakhan,spoof
24356.wav,Martin Luther King,spoof
24357.wav,JFK,bona-fide
24358.wav,Ayn Rand,bona-fide
24359.wav,Martin Luther King,bona-fide
24360.wav,Donald Trump,bona-fide
24361.wav,Ronald Reagan,bona-fide
24362.wav,FDR,bona-fide
24363.wav,Mr. Rogers,bona-fide
24364.wav,Mr. Rogers,spoof
24365.wav,Martin Luther King,bona-fide
24366.wav,Donald Trump,bona-fide
24367.wav,Gilbert Gottfried,spoof
24368.wav,Ayn Rand,bona-fide
24369.wav,Donald Trump,bona-fide
24370.wav,Barack Obama,bona-fide
24371.wav,Ronald Reagan,bona-fide
24372.wav,FDR,bona-fide
24373.wav,Ayn Rand,spoof
24374.wav,Bernie Sanders,spoof
